Training,TRA,TRT,TRS,TRR,TRC,TRB,TRL,TRD
0.041527,0.98925,0.22093,1.00000,0.71429,1.00000,0.63415,0.02139,0.04167
0.077399,1.00000,0.07442,1.00000,0.71429,1.00000,0.63415,0.06281,0.07292
0.115574,0.90323,0.02326,0.90217,0.71429,1.00000,0.73171,0.01231,0.35417
0.044582,0.83871,0.02093,0.94565,0.44643,1.00000,0.51220,0.00265,0.31250
0.003231,0.81720,0.33488,0.82609,0.71429,1.00000,0.73171,0.00084,0.06250
0.012195,0.47312,0.07442,0.47826,0.16071,0.67164,0.19512,0.00084,0.08333
0.016484,0.78495,0.03721,0.79348,0.35714,0.50746,0.53659,0.00295,0.10417
0.046238,0.96774,0.23721,0.98913,0.71429,1.00000,0.73171,0.02426,0.95833
0.029594,0.98925,0.30000,1.00000,0.71429,0.67164,0.63415,0.00350,0.97917
0.025441,0.89247,0.07442,0.96739,0.60714,0.67164,0.43902,0.01183,0.00000
0.151030,0.81720,0.24884,0.82609,0.89286,0.67164,0.90244,0.02187,0.02083
0.026854,0.90323,0.66279,0.96739,0.83929,1.00000,0.80488,0.00036,0.02083
0.065419,0.46237,0.14884,0.46739,0.60714,1.00000,0.56098,0.08668,0.08333
0.031391,0.20430,0.06744,0.20652,0.35714,0.67164,0.29268,0.01696,0.11458
0.050135,0.66667,0.03488,0.66304,0.71429,0.50746,0.73171,0.00093,0.64583
0.054556,0.92473,0.29302,0.97826,0.71429,1.00000,0.73171,0.00514,0.41667
0.073409,0.09677,0.09767,0.08696,0.60714,0.83582,0.43902,0.04522,0.89583
0.079250,1.00000,0.09535,1.00000,0.71429,1.00000,0.63415,0.01792,0.60417
0.041594,0.88172,0.16047,0.89130,0.60714,1.00000,0.56098,0.02335,0.09375
0.221525,0.59140,0.04186,0.59783,0.71429,0.83582,0.63415,0.00051,0.94792
0.083121,0.62366,0.02326,0.63043,0.71429,1.00000,0.63415,0.06074,0.65625
0.035536,0.90323,0.21628,0.96739,0.71429,1.00000,0.63415,0.00163,0.10417
0.591600,0.89247,0.11628,0.96739,0.71429,0.67164,0.73171,0.01948,0.32292
0.031347,0.88172,0.25349,0.88043,0.80357,0.67164,0.85366,0.00036,0.66667
0.071779,0.90323,0.14419,0.96739,0.71429,0.67164,0.73171,0.04278,0.00000
0.014497,0.89247,0.41860,0.96739,0.71429,0.67164,0.63415,0.00026,0.94792
0.010701,0.96774,0.67442,0.98913,0.71429,1.00000,0.73171,0.01183,0.11458
0.035738,0.87097,0.08372,0.95652,0.71429,1.00000,0.73171,0.01087,0.90625
0.014982,0.92473,0.39070,0.97826,0.60714,0.67164,0.56098,0.00007,0.98958
0.062728,0.43011,0.04651,0.43478,0.80357,0.83582,0.90244,0.00387,0.32292
0.088033,0.90323,0.28605,0.96739,0.71429,0.67164,0.73171,0.08782,0.03125
0.847018,0.97849,0.10698,0.97826,0.71429,1.00000,0.73171,0.00657,0.05208
0.087953,0.91398,0.22791,0.96739,0.44643,1.00000,0.51220,0.00466,0.34375
0.049987,0.38710,0.07442,0.39130,0.71429,0.83582,0.51220,0.00555,0.02083
0.038397,0.89247,0.08372,0.96739,0.71429,0.83582,0.19512,0.00052,0.94792
0.260768,0.52688,0.08605,0.52174,0.89286,0.83582,0.90244,0.00167,0.09375
0.059059,0.90323,0.37674,0.96739,0.71429,1.00000,0.63415,0.06130,0.04167
0.044305,0.89247,0.16279,0.96739,0.60714,1.00000,0.68293,0.00969,0.41667
0.025845,0.81720,0.22326,0.82609,0.71429,0.83582,0.51220,0.01087,0.01042
0.299751,0.82796,0.05116,0.82609,0.71429,0.67164,0.73171,0.02719,0.01042
0.029479,0.92473,0.26279,0.97826,0.71429,0.83582,0.19512,0.02760,0.97917
0.057747,0.91398,0.56047,0.96739,0.83929,1.00000,0.26829,0.00753,0.42708
0.110213,0.52688,0.10000,0.54348,0.60714,0.83582,0.56098,0.05420,0.02083
0.020696,0.94624,0.07209,0.97826,0.71429,0.67164,0.63415,0.01302,0.35417
0.029479,0.93548,0.63953,0.97826,0.83929,1.00000,0.80488,0.00705,0.01042
0.044723,0.69892,0.21163,0.69565,0.71429,0.83582,0.51220,0.00681,0.08333
0.046843,0.94624,0.01860,0.97826,0.60714,1.00000,0.68293,0.02282,0.04167
0.091829,0.89247,0.22558,0.95652,0.71429,1.00000,0.73171,0.00562,0.37500
0.067842,0.93548,0.46977,0.97826,0.83929,1.00000,0.80488,0.00944,0.03125
0.077049,0.98925,0.10698,1.00000,0.71429,0.83582,0.19512,0.00055,0.05208
0.038848,0.97849,0.32093,1.00000,0.71429,1.00000,0.73171,0.00485,0.39583
0.080926,0.89247,0.16744,0.96739,0.48214,0.83582,0.36585,0.12227,0.03125
0.057545,0.94624,0.50465,0.97826,0.71429,1.00000,0.63415,0.06297,0.11458
0.018212,0.93548,0.46977,0.97826,0.71429,0.67164,0.73171,0.00743,0.02083
0.052531,0.84946,0.05349,0.84783,0.35714,0.83582,0.29268,0.04458,0.08333
0.036909,0.97849,0.02791,1.00000,0.71429,0.67164,0.73171,0.00265,0.35417
0.008985,0.88172,0.34651,0.95652,0.71429,1.00000,0.73171,0.00036,0.37500
0.039575,0.93548,0.33488,0.97826,0.44643,1.00000,0.51220,0.00533,0.34375
0.024567,0.92473,0.26977,0.97826,0.71429,1.00000,0.73171,0.00020,0.62500
0.039938,0.94624,0.02791,0.97826,0.60714,1.00000,0.68293,0.01604,0.09375
0.035874,0.60215,0.28837,0.59783,0.71429,0.67164,0.73171,0.01215,0.11458
0.019182,0.88172,0.11395,0.95652,0.71429,0.67164,0.73171,0.00179,0.02083
0.286647,0.89247,0.09302,0.95652,0.71429,0.67164,0.19512,0.00896,0.95833
0.075596,0.92473,0.24884,0.97826,0.44643,1.00000,0.51220,0.00437,0.34375
0.016254,0.88172,0.07209,0.95652,0.71429,0.67164,0.73171,0.00012,0.91667
0.015345,0.81720,0.51628,0.82609,0.89286,0.83582,0.90244,0.00179,0.08333
0.017859,0.55914,0.19767,0.56522,0.71429,0.67164,0.73171,0.02782,0.95833
0.193633,0.82796,0.06744,0.82609,0.48214,0.67164,0.36585,0.05724,0.38542
0.032508,0.95699,0.33953,0.98913,0.60714,0.67164,0.43902,0.02378,0.09375
0.094414,1.00000,0.04186,1.00000,0.71429,1.00000,0.73171,0.00131,0.40625
0.063342,0.60215,0.13953,0.60870,0.71429,0.83582,0.63415,0.00763,0.90625
0.114080,0.98925,0.15116,1.00000,0.71429,1.00000,0.73171,0.00482,0.10417
0.342712,0.96774,0.05581,0.97826,0.60714,0.83582,0.09756,0.00688,0.93750
0.012787,0.86022,0.43023,0.94565,0.71429,1.00000,0.63415,0.00020,0.95833
0.048509,0.96774,0.17442,0.98913,0.71429,1.00000,0.63415,0.04325,0.01042
0.209130,0.76344,0.08605,0.76087,0.83929,0.83582,0.80488,0.02019,0.09375
0.072607,0.86022,0.02791,0.94565,0.71429,1.00000,0.73171,0.00151,0.38542
0.020242,0.91398,0.06047,0.96739,0.71429,1.00000,0.73171,0.00836,0.11458
0.037232,0.90323,0.05814,0.96739,0.71429,1.00000,0.63415,0.02053,0.04167
0.090759,0.98925,0.12558,1.00000,0.83929,0.83582,0.26829,0.02856,0.63542
0.022513,0.97849,0.26279,0.98913,0.71429,0.83582,0.19512,0.00036,0.04167
0.015749,0.86022,0.56744,0.94565,0.60714,0.83582,0.68293,0.00036,0.10417
0.255283,0.97849,0.07907,0.97826,0.89286,0.83582,0.90244,0.07372,0.03125
0.070568,0.92473,0.26047,0.97826,0.71429,0.83582,0.19512,0.03310,0.93750
0.002962,0.97849,0.01628,1.00000,0.71429,0.67164,0.73171,0.00020,0.38542
0.037354,0.96774,0.33953,0.98913,0.71429,1.00000,0.73171,0.00399,0.41667
0.015295,0.76344,0.13721,0.76087,0.71429,0.67164,0.73171,0.00072,0.06250
0.101697,0.73118,0.16744,0.73913,0.89286,0.25373,0.90244,0.05867,0.66667
0.090592,0.92473,0.17907,0.97826,0.60714,0.67164,0.56098,0.00041,1.00000
0.071598,0.91398,0.24884,0.96739,0.71429,1.00000,0.73171,0.00590,0.35417
0.523421,0.87097,0.01628,0.88043,0.80357,0.83582,0.85366,0.39037,0.02083
0.043653,0.87097,0.06047,0.95652,0.71429,1.00000,0.63415,0.02177,0.02083
0.024027,0.81720,0.47442,0.82609,0.60714,0.83582,0.43902,0.01326,0.67708
0.004739,0.76344,0.21163,0.77174,0.60714,1.00000,0.56098,0.00202,0.10417
0.029190,0.98925,0.07907,1.00000,0.60714,0.67164,0.73171,0.01900,0.07292
0.004103,0.50538,0.23953,0.50000,0.60714,0.83582,0.68293,0.00072,0.40625
0.070467,0.86022,0.47442,0.95652,0.71429,0.83582,0.19512,0.00609,0.00000
0.028873,0.91398,0.64419,0.96739,0.83929,1.00000,0.80488,0.00848,0.02083
0.052658,0.90323,0.01860,0.96739,0.71429,1.00000,0.73171,0.00294,0.40625
0.020236,0.95699,0.03488,0.98913,0.71429,1.00000,0.73171,0.03573,0.36458
0.096378,0.43011,0.06744,0.42391,0.71429,0.67164,0.51220,0.05891,0.08333
0.009663,0.86022,0.04186,0.94565,0.71429,1.00000,0.63415,0.00937,0.41667
0.070164,0.53763,0.13023,0.55435,0.60714,0.83582,0.56098,0.01155,0.97917
0.017633,0.95699,0.17674,0.98913,0.83929,0.83582,0.26829,0.02043,1.00000
0.030892,0.81720,0.76977,0.82609,0.83929,0.83582,0.70732,0.00036,0.06250
0.042482,0.91398,0.01860,0.96739,0.60714,1.00000,0.68293,0.02024,0.10417
0.030602,0.90323,0.26512,0.96739,0.71429,0.67164,0.63415,0.00997,0.96875
0.029681,0.95699,0.28372,0.98913,0.71429,1.00000,0.63415,0.00251,0.10417
0.015143,0.83871,0.75116,0.94565,0.71429,0.67164,0.73171,0.00036,0.01042
0.036041,0.76344,0.15814,0.77174,0.71429,0.83582,0.73171,0.03764,0.97917
0.038626,0.00000,0.10930,0.00000,0.60714,0.83582,0.43902,0.00422,0.08333
0.163181,0.04301,0.06047,0.03261,0.60714,0.83582,0.68293,0.31326,0.88542
0.040241,0.89247,0.10233,0.89130,0.35714,0.83582,0.29268,0.02711,0.04167
0.050189,0.83871,0.06977,0.84783,0.35714,0.83582,0.29268,0.03411,0.02083
0.019585,0.81720,0.27674,0.82609,0.89286,0.67164,0.95122,0.01518,0.03125
0.036950,0.94624,0.50930,0.97826,0.83929,1.00000,0.80488,0.00992,0.05208
0.017768,0.93548,0.55814,0.97826,0.71429,0.83582,0.19512,0.00084,0.33333
0.023511,0.86022,0.03721,0.95652,0.71429,1.00000,0.63415,0.00025,0.41667
0.062189,0.94624,0.06512,0.97826,0.71429,1.00000,0.73171,0.02311,0.02083
0.016597,0.89247,0.08140,0.90217,0.71429,0.67164,0.73171,0.01374,0.58333
0.011913,0.81720,0.50465,0.82609,0.60714,0.83582,0.43902,0.00179,0.03125
0.042482,0.97849,0.05814,1.00000,0.71429,1.00000,0.73171,0.02053,0.07292
0.049165,0.48387,0.01628,0.47826,0.60714,0.83582,0.43902,0.07803,0.84375
0.162034,0.52688,0.06977,0.53261,0.71429,0.83582,0.51220,0.03740,0.40625
0.059766,0.98925,0.53721,1.00000,0.71429,1.00000,0.63415,0.00896,0.00000
0.008783,0.87097,0.02326,0.95652,0.71429,0.67164,0.19512,0.01398,0.06250
0.289727,0.58065,0.04651,0.58696,0.71429,0.50746,0.63415,0.34672,0.98958
0.040013,0.52688,0.03256,0.54348,0.71429,0.83582,0.51220,0.01573,0.11458
0.034729,0.93548,0.34186,0.97826,0.71429,1.00000,0.63415,0.01159,0.33333
0.038111,0.76344,0.14884,0.77174,0.60714,0.83582,0.68293,0.03214,0.97917
0.012335,0.86022,0.39767,0.95652,0.60714,1.00000,0.68293,0.01018,0.28125
0.077251,0.91398,0.24884,0.96739,0.71429,1.00000,0.73171,0.00447,0.38542
0.042906,0.90323,0.18140,0.96739,0.48214,1.00000,0.60976,0.04003,0.66667
0.020444,0.97849,0.33488,1.00000,0.71429,1.00000,0.73171,0.00940,0.39583
0.044420,0.90323,0.18837,0.90217,0.48214,1.00000,0.48780,0.05604,0.10417
0.620811,0.98925,0.04651,1.00000,0.60714,1.00000,0.56098,0.00195,0.89583
0.023977,0.89247,0.31860,0.96739,0.71429,0.67164,0.73171,0.00717,0.91667
0.055980,0.64516,0.13256,0.64130,0.71429,0.50746,0.73171,0.01888,0.31250
0.230280,0.97849,0.05581,0.97826,0.83929,0.83582,0.70732,0.51751,0.02083
0.017217,0.49462,0.14884,0.48913,0.60714,0.83582,0.43902,0.03872,0.08333
0.033517,0.88172,0.01628,0.95652,0.71429,1.00000,0.73171,0.00275,0.42708
0.093485,0.96774,0.23256,0.98913,0.71429,0.67164,0.73171,0.00036,0.33333
0.019509,0.67742,0.11163,0.67391,0.71429,0.83582,0.73171,0.00101,0.04167
0.036197,0.48387,0.12326,0.47826,0.60714,0.50746,0.56098,0.04199,0.01042
0.024451,0.58065,0.19767,0.58696,0.71429,0.83582,0.73171,0.00499,0.91667
0.033517,0.86022,0.08140,0.95652,0.71429,0.67164,0.73171,0.00992,0.38542
0.019383,0.91398,0.01628,0.91304,0.83929,0.67164,0.58537,0.00860,0.93750
0.018616,0.84946,0.07907,0.94565,0.60714,1.00000,0.68293,0.00055,0.92708
0.010903,0.81720,0.59767,0.82609,0.80357,0.83582,0.85366,0.00131,0.65625
0.270157,0.60215,0.10233,0.60870,0.60714,0.67164,0.68293,0.00307,0.11458
0.020797,0.95699,0.04419,0.98913,0.48214,1.00000,0.48780,0.02027,0.07292
0.031700,0.69892,0.32558,0.69565,0.89286,0.83582,0.90244,0.00299,0.10417
0.071596,0.96774,0.12326,0.98913,0.89286,0.67164,0.95122,0.00761,0.36458
0.030327,0.95699,0.04419,0.98913,0.48214,1.00000,0.48780,0.02464,0.89583
0.037259,0.20430,0.10698,0.19565,0.60714,1.00000,0.56098,0.08139,0.09375
0.042668,0.88172,0.16744,0.89130,0.60714,1.00000,0.56098,0.02383,0.04167
0.045632,0.81720,0.30465,0.82609,0.60714,1.00000,0.68293,0.04959,0.06250
0.051516,0.83871,0.02558,0.83696,0.71429,1.00000,0.63415,0.03033,0.91667
0.022883,0.89247,0.03721,0.95652,0.48214,1.00000,0.48780,0.02362,0.05208
0.183537,0.60215,0.09535,0.59783,0.71429,0.83582,0.51220,0.04783,0.35417
0.099407,0.63441,0.02326,0.63043,0.71429,1.00000,0.63415,0.03509,0.57292
0.042724,0.88172,0.03023,0.95652,0.60714,1.00000,0.68293,0.02158,0.06250
0.038161,0.96774,0.33721,0.98913,0.71429,1.00000,0.73171,0.00523,0.34375
0.465573,0.73118,0.01628,0.73913,0.71429,0.67164,0.73171,0.01796,0.02083
0.046413,0.83871,0.09070,0.83696,0.35714,0.83582,0.29268,0.02569,0.08333
0.434210,0.96774,0.01860,0.98913,0.83929,0.67164,0.80488,0.01099,0.36458
0.019115,0.87097,0.15814,0.95652,0.71429,0.67164,0.73171,0.00418,0.07292
0.015363,0.49462,0.19302,0.48913,0.48214,0.83582,0.48780,0.00331,0.61458
0.028730,0.39785,0.04186,0.40217,0.60714,0.83582,0.43902,0.00255,0.06250
0.057949,0.87097,0.01860,0.95652,0.71429,1.00000,0.73171,0.00323,0.35417
0.163346,0.86022,0.15581,0.95652,0.71429,0.67164,0.73171,0.00954,0.96875
0.019535,0.88172,0.07674,0.95652,0.48214,1.00000,0.48780,0.01601,0.34375
0.029782,0.96774,0.09535,0.98913,0.48214,1.00000,0.48780,0.03405,0.20833
0.096851,0.60215,0.16512,0.59783,0.89286,0.83582,0.90244,0.00498,0.33333
0.019317,0.96774,0.15814,0.98913,0.71429,0.67164,0.73171,0.00387,0.04167
0.039090,0.96774,0.32791,0.98913,0.71429,1.00000,0.73171,0.00447,0.37500
0.024027,0.69892,0.21628,0.69565,0.71429,0.83582,0.73171,0.01279,0.66667
0.018475,0.96774,0.39302,0.98913,0.71429,0.67164,0.19512,0.00777,0.94792
0.040221,0.97849,0.02326,1.00000,0.71429,1.00000,0.73171,0.00332,0.41667
0.016557,0.81720,0.24651,0.82609,0.71429,0.83582,0.63415,0.00036,0.01042
0.057545,0.88172,0.53721,0.95652,0.71429,1.00000,0.63415,0.01040,0.06250
0.044219,0.90323,0.34419,0.96739,0.83929,0.83582,0.26829,0.03286,0.39583
0.050983,0.67742,0.17209,0.67391,0.71429,0.67164,0.63415,0.05257,0.36458
0.020191,0.84946,0.19767,0.84783,0.71429,0.67164,0.73171,0.00084,0.07292
0.013165,0.89247,0.07442,0.96739,0.71429,1.00000,0.63415,0.00093,0.41667
0.046074,0.97849,0.22326,1.00000,0.60714,1.00000,0.56098,0.00669,0.58333
0.097281,0.96774,0.22326,0.98913,0.44643,1.00000,0.51220,0.00409,0.40625
0.043936,0.95699,0.05349,0.98913,0.71429,1.00000,0.73171,0.01785,0.08333
0.078947,0.72043,0.03023,0.72826,0.71429,0.67164,0.73171,0.00553,1.00000
0.039009,0.88172,0.33721,0.95652,0.71429,1.00000,0.73171,0.00523,0.33333
0.060371,0.87097,0.27674,0.95652,0.71429,1.00000,0.73171,0.00542,0.41667
0.119330,0.89247,0.46744,0.96739,0.71429,1.00000,0.73171,0.00801,0.04167
0.034648,0.88172,0.01628,0.95652,0.60714,1.00000,0.68293,0.01995,0.10417
0.055612,0.87097,0.22093,0.95652,0.69643,0.67164,0.85366,0.00770,0.10417
0.072789,0.72043,0.05349,0.71739,0.48214,0.83582,0.60976,0.00004,0.01042
0.029883,0.81720,0.78140,0.82609,0.83929,0.67164,0.70732,0.00036,0.09375
0.034204,0.56989,0.15349,0.57609,0.80357,0.83582,0.85366,0.00351,0.00000
0.005581,0.26882,0.21163,0.26087,0.60714,0.83582,0.56098,0.01422,0.02083
0.022095,0.97849,0.04186,0.98913,0.89286,0.67164,0.90244,0.00060,0.05208
0.059847,0.96774,0.27907,0.98913,0.71429,1.00000,0.73171,0.00523,0.39583
0.086250,0.16129,0.07907,0.16304,0.48214,0.67164,0.70732,0.05933,0.05208
0.110042,0.69892,0.19070,0.69565,0.60714,0.67164,0.43902,0.07325,0.01042
0.108974,0.22581,0.02558,0.22826,0.60714,0.83582,0.43902,0.00044,0.04167
0.004931,0.78495,0.19767,0.79348,0.60714,1.00000,0.56098,0.00225,0.08333
0.016421,0.95699,0.16047,0.98913,0.71429,0.67164,0.73171,0.00402,0.05208
0.008278,1.00000,0.23023,1.00000,0.83929,0.67164,0.26829,0.00036,0.11458
0.462234,0.61290,0.04186,0.60870,0.71429,0.67164,0.63415,0.00367,0.06250
0.017970,0.98925,0.05349,1.00000,0.71429,0.67164,0.73171,0.00084,0.96875
0.150424,1.00000,0.36977,1.00000,0.83929,1.00000,0.80488,0.00084,0.10417
0.027056,0.64516,0.18372,0.64130,0.71429,0.67164,0.73171,0.00335,0.32292
0.053708,0.90323,0.28372,0.96739,0.80357,0.83582,0.85366,0.00227,0.04167
0.047298,0.76344,0.15349,0.77174,0.71429,0.50746,0.73171,0.07062,0.00000
0.005654,0.81720,0.56279,0.82609,0.80357,0.83582,0.85366,0.00179,0.03125
0.073621,0.58065,0.11395,0.58696,0.71429,0.67164,0.63415,0.05150,0.93750
0.087226,0.97849,0.30233,1.00000,0.60714,0.67164,0.56098,0.00020,0.95833
0.023993,0.91398,0.02326,0.91304,0.71429,1.00000,0.63415,0.00259,0.61458
0.032669,0.98925,0.02326,1.00000,0.71429,1.00000,0.73171,0.00370,0.37500
0.234015,0.81720,0.12558,0.82609,0.80357,0.83582,0.85366,0.27948,0.08333
0.026652,0.81720,0.43721,0.82609,0.83929,0.67164,0.80488,0.00179,0.10417
0.047853,0.98925,0.52326,1.00000,0.71429,1.00000,0.73171,0.00705,0.07292
0.042724,0.90323,0.06047,0.96739,0.71429,1.00000,0.73171,0.02110,0.09375
0.120622,0.91398,0.06279,0.96739,0.83929,1.00000,0.80488,0.01957,0.34375
0.011224,0.90323,0.40233,0.96739,0.69643,0.67164,0.78049,0.00053,0.00000
0.016153,0.90323,0.03953,0.96739,0.71429,0.67164,0.73171,0.02043,0.03125
0.032320,0.20430,0.11860,0.19565,0.35714,1.00000,0.29268,0.01291,0.29167
0.046601,0.98925,0.09070,1.00000,0.71429,1.00000,0.73171,0.01957,0.00000
0.020635,0.35484,0.12558,0.34783,0.48214,0.67164,0.00000,0.00867,0.03125
0.018980,0.12903,0.10930,0.13043,0.60714,0.83582,0.43902,0.00131,0.93750
0.024758,0.29032,0.01860,0.29348,0.80357,0.83582,0.85366,0.00131,0.05208
0.043613,0.84946,0.16512,0.84783,0.71429,0.67164,0.63415,0.05174,0.07292
0.042805,0.83871,0.57674,0.94565,0.89286,0.83582,0.90244,0.00036,0.02083
0.559563,0.86022,0.05116,0.94565,0.71429,0.67164,0.63415,0.00012,0.04167
0.013932,0.84946,0.40698,0.94565,0.71429,0.67164,0.19512,0.00892,0.01042
0.020797,0.84946,0.19070,0.84783,0.71429,0.67164,0.73171,0.00084,0.34375
0.359402,0.68817,0.06047,0.68478,0.71429,0.67164,0.51220,0.03262,0.94792
0.082057,0.94624,0.03488,0.97826,0.60714,1.00000,0.68293,0.01938,0.05208
0.041351,0.93548,0.31395,0.97826,0.71429,1.00000,0.73171,0.00361,0.41667
0.064208,0.83871,0.04419,0.94565,0.30357,1.00000,0.43902,0.06918,0.03125
0.046440,0.93548,0.03953,0.97826,0.44643,1.00000,0.51220,0.00342,0.31250
0.054254,0.84946,0.12558,0.84783,0.35714,0.83582,0.29268,0.04346,0.03125
0.042286,0.83871,0.22326,0.94565,0.35714,0.83582,0.29268,0.01887,0.07292
0.045228,1.00000,0.29535,1.00000,0.71429,1.00000,0.73171,0.00399,0.37500
0.039066,0.80645,0.19070,0.81522,0.35714,0.83582,0.29268,0.02733,0.09375
0.037071,0.92473,0.05349,0.97826,0.71429,1.00000,0.73171,0.00275,0.35417
0.279647,0.89247,0.08140,0.89130,0.71429,0.67164,0.73171,0.00896,0.10417
0.064604,0.83871,0.04884,0.83696,0.35714,0.83582,0.29268,0.06378,0.06250
0.048580,0.92473,0.05116,0.97826,0.30357,1.00000,0.43902,0.02110,0.01042
0.042306,0.87097,0.15581,0.88043,0.35714,0.83582,0.29268,0.03021,0.11458
0.022210,0.93548,0.62558,0.97826,1.00000,0.67164,0.95122,0.00131,0.08333
0.038404,0.84946,0.05349,0.94565,0.71429,1.00000,0.73171,0.00313,0.39583
0.068404,0.81720,0.02791,0.82609,0.35714,0.83582,0.29268,0.06052,0.06250
0.297482,0.80645,0.07209,0.81522,0.71429,0.67164,0.73171,0.00928,0.01042
0.058984,0.83871,0.00698,0.83696,0.35714,0.83582,0.29268,0.06667,0.07292
0.264688,0.87097,0.05814,0.86957,0.71429,0.67164,0.73171,0.01353,0.01042
0.048529,0.84946,0.14419,0.84783,0.35714,0.83582,0.29268,0.03776,0.10417
0.044663,0.90323,0.31395,0.96739,0.44643,1.00000,0.51220,0.00313,0.40625
0.043371,0.92473,0.04651,0.97826,0.30357,1.00000,0.43902,0.01565,0.04167
0.037677,0.91398,0.33721,0.96739,0.71429,1.00000,0.73171,0.00409,0.33333
0.021663,0.74194,0.06744,0.73913,0.48214,0.83582,0.36585,0.00453,0.00000
0.050486,0.82796,0.03488,0.83696,0.35714,0.83582,0.29268,0.04722,0.00000
0.053226,0.83871,0.10930,0.84783,0.35714,0.83582,0.29268,0.05044,0.09375
0.037152,0.98925,0.34186,1.00000,0.71429,1.00000,0.73171,0.00370,0.39583
0.046682,0.90323,0.03953,0.96739,0.60714,1.00000,0.68293,0.01804,0.01042
0.048216,1.00000,0.04186,1.00000,0.60714,1.00000,0.68293,0.02177,0.09375
0.046399,0.91398,0.04419,0.96739,0.44643,1.00000,0.51220,0.00370,0.42708
0.025441,0.81720,0.47209,0.82609,0.71429,0.67164,0.73171,0.00227,0.09375
0.048378,0.92473,0.05116,0.97826,0.71429,1.00000,0.73171,0.00265,0.42708
0.043007,0.91398,0.31860,0.96739,0.71429,1.00000,0.73171,0.00437,0.36458
0.052901,0.83871,0.07907,0.84783,0.35714,0.83582,0.29268,0.05005,0.11458
0.047247,0.92473,0.08837,0.97826,0.71429,1.00000,0.73171,0.02120,0.03125
0.069912,0.93548,0.13953,0.97826,0.71429,0.83582,0.51220,0.02222,0.05208
0.049143,0.84946,0.14651,0.84783,0.35714,0.83582,0.29268,0.04231,0.07292
0.045430,0.83871,0.03721,0.94565,0.71429,1.00000,0.73171,0.00332,0.32292
0.039413,0.86022,0.04884,0.94565,0.71429,1.00000,0.73171,0.00361,0.38542
0.019218,0.06452,0.20698,0.06522,0.00000,0.67164,0.12195,0.00302,0.98958
0.041836,0.83871,0.04884,0.94565,0.60714,1.00000,0.68293,0.01441,0.11458
0.042846,0.91398,0.03488,0.96739,0.60714,1.00000,0.68293,0.01900,0.02083
0.048231,0.83871,0.14884,0.84783,0.35714,0.83582,0.29268,0.03546,0.09375
0.036586,0.92473,0.05349,0.97826,0.71429,0.67164,0.73171,0.00313,0.40625
0.031862,0.91398,0.03953,0.96739,0.71429,1.00000,0.73171,0.00237,0.41667
0.045793,0.93548,0.05116,0.97826,0.30357,1.00000,0.43902,0.01929,0.02083
0.046036,0.92473,0.05814,0.97826,0.60714,1.00000,0.68293,0.01967,0.03125
0.045592,0.83871,0.06047,0.94565,0.60714,1.00000,0.68293,0.01948,0.01042
0.048653,0.83871,0.08605,0.84783,0.35714,0.83582,0.29268,0.04022,0.09375
0.053858,0.83871,0.10233,0.84783,0.35714,0.83582,0.29268,0.05267,0.00000
0.037959,1.00000,0.04186,1.00000,0.44643,1.00000,0.51220,0.00265,0.35417
0.058110,0.84946,0.28605,0.94565,0.71429,1.00000,0.73171,0.00447,0.41667
0.062633,0.83871,0.04186,0.94565,0.44643,1.00000,0.51220,0.00409,0.32292
0.061670,0.83871,0.12326,0.84783,0.35714,0.83582,0.29268,0.07036,0.09375
0.073698,0.91398,0.24651,0.96739,0.44643,1.00000,0.51220,0.00466,0.34375
0.039817,0.93548,0.05814,0.97826,0.71429,1.00000,0.73171,0.00256,0.38542
0.065139,0.83871,0.02326,0.84783,0.35714,0.83582,0.29268,0.05268,0.09375
0.049670,0.68817,0.14884,0.68478,0.35714,0.83582,0.29268,0.03159,0.05208
0.136532,0.98925,0.18140,1.00000,0.44643,1.00000,0.51220,0.00743,0.39583
0.044905,0.83871,0.04186,0.94565,0.60714,1.00000,0.68293,0.01604,0.05208
0.045147,0.93548,0.03953,0.97826,0.60714,1.00000,0.68293,0.02177,0.11458
0.048459,0.84946,0.10000,0.94565,0.71429,1.00000,0.73171,0.02120,0.01042
0.059200,0.83871,0.04651,0.94565,0.60714,1.00000,0.68293,0.02225,0.02083
0.047328,0.91398,0.09535,0.96739,0.71429,1.00000,0.73171,0.01976,0.04167
0.053264,0.84946,0.04884,0.94565,0.71429,1.00000,0.73171,0.00294,0.33333
0.071951,0.84946,0.02558,0.84783,0.35714,0.83582,0.29268,0.05873,0.06250
0.050530,0.84946,0.11628,0.84783,0.35714,0.83582,0.29268,0.04603,0.01042
0.073536,0.91398,0.07209,0.96739,0.71429,1.00000,0.73171,0.02435,0.09375
0.074101,0.92473,0.03256,0.97826,0.60714,1.00000,0.68293,0.02015,0.08333
0.041715,0.83871,0.04186,0.94565,0.71429,1.00000,0.73171,0.00323,0.41667
0.091425,0.93548,0.07674,0.97826,0.71429,1.00000,0.63415,0.00304,0.38542
0.047086,0.84946,0.09767,0.94565,0.71429,1.00000,0.73171,0.02129,0.05208
0.046036,0.83871,0.31395,0.94565,0.60714,1.00000,0.68293,0.02024,0.03125
0.082864,0.84946,0.21628,0.94565,0.71429,1.00000,0.73171,0.00590,0.39583
0.074505,0.84946,0.06744,0.94565,0.71429,1.00000,0.73171,0.02234,0.10417
